ID, NumberOfTotalCharactersMean, NumberOfTotalCharactersStd, NumberOfUppercaseCharactersMean,NumberOfUppercaseCharactersStd, NumberOfLowercaseCharactersMean,NumberOfLowercaseCharactersStd, NumberOfSpecialCharactersMean, NumberOfSpecialCharactersStd, NumberOfNumbersMean, NumberOfNumbersStd, NumberOfBlanksMean, NumberOfBlanksStd, NumberOfWordsMean, NumberOfWordsStd, LengthOfWordsMean,LengthOfWordsStd, NumberOfPropositionsMean, NumberOfPropositionsStd, PropositionsLengthMean, PropositionsLengthStd, NumberOfPunctuationCharactersMean, NumberOfPunctuationCharactersStd, NumberOfLowercaseWordsMean, NumberOfLowercaseWordsStd, NumberOfUppercaseWordsMean,NumberOfUppercaseWordsStd, NumberOfBigramsMean, NumberOfBigramsStd, NumberOfTrigramsMean, NumberOfTrigramsStd,HapaxTokenRatioMean, HapaxTokenRatioStd, VocabularyRichnessMean, VocabularyRichnessStd, FleschKincaidGradeLevelMean, FleschKincaidGradeLevelStd, FleschReadingEaseMean,FleschReadingEaseStd, DaleChallReadabilityMean, DaleChallReadabilityStd, AutomatedReadabilityIndexMean, AutomatedReadabilityIndexStd, ColemanLiauIndexMean, ColemanLiauIndexStd, GunningFogMean, GunningFogStd,SMOG(SimpleMeasureOfGobbledygook)Mean,SMOG(SimpleMeasureOfGobbledygook)Std,LinsearWriteMean,LinsearWriteStd,Author,Class
88640630,108.7894737,12.42272513,6.131578947,0.766779068,87.73684211,10.849895,4,0.888523317,0,0,10.92105263,2.119850776,11.92105263,2.119850776,10.68,1.486208528,2.105263158,0.306892205,5.719210526,1.063173951,2,0.888523317,8.947368421,2.114453624,0,0,14.86842105,2.483323883,13.86842105,2.483323883,0.832631579,0.062140935,1,0,19.30263158,5.046910824,-23.38157895,37.95302058,13.37,2.315716327,23.72105263,6.098367249,28.15842105,7.720415699,20.13763158,4.113981574,0,0,9.335526316,2.20814604,AI,1
102034928,79.1,13.44953531,1,0,66.38,11.82521036,1.96,1.215894732,0,0,9.76,2.074222746,10.76,2.074222746,7.6864,0.816560494,1,0,10.76,2.074222746,1.96,1.215894732,9.76,2.074222746,0,0,11.38,2.296867432,10.38,2.296867432,0.9496,0.079873901,1,0,11.644,3.501323178,30.7752,26.13922763,13.3298,2.504238399,14.826,4.587496485,18.2278,5.330780915,14.0432,4.827483585,0,0,7.24,1.934528366,AI,1
102050811,80.06122449,13.44286195,1.387755102,0.527463183,65.81632653,11.28421956,2.081632653,0.665068193,0,0,10.7755102,2.476545538,11.7755102,2.476545538,8.244897959,1.182362081,1.040816327,0.197864484,11.51020408,2.665902987,1.244897959,0.590074788,10.40816327,2.406779263,0,0,12.85714286,2.672612419,11.85714286,2.672612419,0.95877551,0.074275622,1,0,11.3,3.62575819,34.58612245,26.48125851,11.44693878,1.851976555,12.54489796,3.616067388,15.17591837,4.669962163,15.46306122,4.646005616,0,0,8.132653061,2.449022108,AI,1
102589750,61.78181818,5.466229909,20.58181818,4.19822867,28.61818182,5.823122902,5.4,0.559220236,0.018181818,0.133608531,7.163636364,1.140392857,8.163636364,1.140392857,7.141272727,1.137940811,2.763636364,0.503212818,3.060909091,0.730305721,4.381818182,0.555662065,3.436363636,1.261509001,2.890909091,0.528212329,12.54545455,1.411874084,11.54545455,1.411874084,0.989818182,0.036406339,1,0,8.314545455,4.371120854,46.66109091,30.61007954,13.56672727,2.608457611,13.83454545,5.404012589,14.51545455,6.4809937,11.12927273,5.851713923,0,0,3.595454545,1.852204405,AI,1
104491100,64.61818182,6.999976387,21.36363636,3.78208041,30.78181818,6.643358704,5.236363636,0.465681763,0.036363636,0.267217063,7.2,1.033968524,8.2,1.033968524,7.619454545,1.145448571,2.781818182,0.454908946,3.008,0.497800252,4.2,0.443129368,3.381818182,0.924237457,2.854545455,0.553277238,12.30909091,1.233954873,11.30909091,1.233954873,0.985454545,0.041639936,1,0,9.250909091,4.039346154,39.51690909,28.10883464,13.504,2.110207745,14.99090909,4.638505744,16.07345455,5.683413897,11.78781818,5.582267278,0,0,3.559090909,1.816567465,AI,1
104960620,59.36363636,4.239912676,9.327272727,2.750567184,38.41818182,4.788968039,4.454545455,0.708857771,0.018181818,0.133608531,7.145454545,0.998511289,8.145454545,0.998511289,6.994363636,0.887705446,1.963636364,0.424848053,4.424363636,1.520365702,4.454545455,0.708857771,4.945454545,1.068868251,1.2,0.443129368,11.41818182,1.155082194,10.41818182,1.155082194,0.985818182,0.044992561,0.997454545,0.018705194,8.312727273,3.895407765,45.58690909,27.17211565,13.30254545,2.495698276,11.97454545,3.963341941,12.74363636,4.791926302,11.49127273,5.466858847,0,0,3.236363636,1.783394479,AI,1
120562410,135.6142857,12.54852622,4.357142857,2.36060352,111.9428571,11.38656566,5.242857143,0.571607115,0,0,14.07142857,2.12011744,15.07142857,2.12011744,9.398,0.969533909,3,0,5.357142857,0.706868634,3.228571429,0.564963427,13.07142857,2.663624966,0,0,20.24285714,2.289327501,19.24285714,2.289327501,0.761857143,0.070189394,0.996285714,0.017661211,15.45714286,4.386686723,-2.003,32.580132,13.653,2.341331337,21.03571429,5.048819826,25.73857143,6.05023076,17.10457143,5.135379993,0.15,1.245993579,5.719,1.211413755,AI,1
135805452,88.29508197,21.01626557,1.557377049,0.496696964,72.03278689,16.64870124,2.573770492,1.234198703,0,0,12.13114754,3.50865632,13.13114754,3.50865632,7.988360656,1.068461711,1.557377049,0.496696964,9.049180328,3.038961371,2.573770492,1.234198703,12.09836066,3.551517422,0,0,14.63934426,4.508763005,13.63934426,4.508763005,0.883114754,0.088457473,1,0,9.460655738,3.40309785,43.42918033,22.61819145,9.911311475,2.052208307,10.90819672,3.546103615,13.71786885,4.252094996,14.17770492,5.162762443,0,0,6.385245902,3.192772887,AI,1
208691905,88.2,12.5952372,1.04,0.28,75.5,11.1,2.02,0.547357287,0,0,9.64,1.884250514,10.64,1.884250514,8.427,0.895850992,1,0,10.64,1.884250514,2.02,0.547357287,9.62,1.89620674,0.02,0.14,11.46,1.992084336,10.46,1.992084336,0.9814,0.046690898,0.9938,0.024567458,15.82,4.093360478,0.6076,30.56224917,15.6574,2.003739314,19.13,4.057055583,23.595,5.10162925,20.6628,6.197543397,0,0,9.04,2.246864482,AI,1
216305430,67.01775148,15.04489273,2.526627219,0.576308275,50.07692308,12.71396753,2.609467456,1.162085587,0.715976331,0.450948139,11.0887574,1.951586578,11.65680473,1.933961007,6.845680473,1.283108159,1.053254438,0.224540426,11.28106509,2.076779779,2.609467456,1.162085587,10.65680473,1.893768471,1,0,13.26627219,2.757472635,12.26627219,2.757472635,0.887928994,0.115496744,1,0,6.124260355,3.032301968,71.29023669,19.63915477,8.776686391,2.043370496,6.336686391,3.350538722,7.465502959,3.395711516,9.62408284,5.502501036,0,0,6.788461538,2.779095677,AI,1
219379279,115.22,13.90149632,2.04,0.195959179,94.9,12.12641744,3.1,0.830662386,0,0,15.18,2.06581703,16.18,2.06581703,7.9602,0.723349127,1,0,16.18,2.06581703,3.1,0.830662386,16.12,2.150720809,1,0,18.2,2.374868417,17.2,2.374868417,0.9004,0.076287876,0.986,0.03720215,14.418,2.493165859,20.5352,18.45388482,14.4656,1.244353905,15.944,2.48081922,17.2642,3.203365786,19.2478,4.010799566,0,0,13.35,2.198294794,AI,1
220450406,122.9736842,19.16889866,5.026315789,0.777541405,100.9473684,16.92078661,3.526315789,0.880694765,0,0,13.47368421,2.760023285,14.47368421,2.760023285,9.671842105,1.131903044,2.105263158,0.306892205,6.960526316,1.457725242,1.526315789,0.880694765,11.26315789,2.82548748,0.026315789,0.160072698,17,3.043543641,16,3.043543641,0.842105263,0.064242874,1,0,16.68684211,3.515841672,-0.262105263,25.02903936,14.35210526,1.932982639,21.57105263,4.244619374,24.92657895,5.280208965,20.81710526,5.267530585,0,0,11.76973684,3.366036625,AI,1
222290847,116.8648649,13.95390512,5.648648649,0.906916851,93.51351351,12.55393041,5.135135135,0.664227337,0,0,12.56756757,2.307924545,13.56756757,2.307924545,9.471351351,0.82747144,2.027027027,0.162162162,7.207297297,1.164554546,2.621621622,0.671881238,11.05405405,2.567425316,0,0,18.64864865,2.473822037,17.64864865,2.473822037,0.794864865,0.081692291,0.971891892,0.04666371,16.27567568,4.020582545,-3.523243243,27.01581449,12.78243243,2.00041537,20.41351351,4.300293023,23.67351351,5.089396086,18.06081081,4.432986534,0,0,8.067567568,4.113938342,AI,1
225281874,119.6290323,12.426862,8.096774194,1.214292273,90.88709677,10.01789502,4.983870968,1.211396628,0.14516129,0.469961364,15.51612903,2.763482699,16.51612903,2.763482699,7.880967742,1.169525282,2.741935484,0.645967239,6.326774194,1.684506987,2.306451613,0.890608883,10.61290323,2.953154894,0.016129032,0.125971769,20.25806452,3.252470445,19.25806452,3.252470445,0.791129032,0.085517492,0.980806452,0.04167069,9.882258065,3.34039423,43.90903226,26.70115696,11.20387097,1.431598875,14.35806452,4.113767145,16.59370968,5.004496441,12.50822581,3.887249431,0.898387097,2.548022126,6.87516129,2.912550563,AI,1
243006068,50.87437186,8.753996732,1,0,40.2361809,8.088672984,1.552763819,0.589676599,0.778894472,0.414991414,7.306532663,1.553568606,8.306532663,1.553568606,7.119849246,2.239427304,1,0,8.306532663,1.553568606,1.552763819,0.589676599,7.859296482,1.776536495,0,0,8.859296482,1.776536495,7.859296482,1.776536495,0.975879397,0.055102513,1,0,7.14321608,4.93077116,58.58286432,35.86183325,6.49959799,3.747028684,7.379396985,4.133747328,9.701909548,5.450639479,9.160954774,6.255795913,0,0,4.680904523,1.286746193,AI,1
243926487,68.60504202,9.133205175,1.021008403,0.143412169,55.26470588,8.283405383,1.277310924,0.492368137,0.819327731,0.38474641,10.22268908,1.599891644,11.22268908,1.599891644,7.314201681,1.407672849,1.021008403,0.143412169,11.08193277,1.676145427,1.277310924,0.492368137,10.44537815,1.870592765,0,0,11.49579832,1.939739,10.49579832,1.939739,0.96605042,0.066392245,0.999285714,0.010996289,8.805042017,3.939945159,51.66247899,29.3822048,9.639159664,2.02033406,8.579831933,3.580152568,10.95222689,4.736320115,10.70331933,4.831385346,0,0,6.477941176,1.339363155,AI,1
245812733,79.18604651,20.5779921,1.279069767,0.948084517,66.13953488,17.71030628,1.534883721,0.89828874,0,0,10.23255814,2.843492851,11.23255814,2.843492851,7.897674419,0.914523226,1,0,11.23255814,2.843492851,1.534883721,0.89828874,10.1627907,2.924875132,0.046511628,0.210590352,11.62790698,3.457538147,10.62790698,3.457538147,0.970465116,0.063975049,1,0,12.04186047,4.289697369,28.79255814,30.95539147,12.86581395,2.159692304,13.35116279,3.956588388,16.52906977,4.699598604,13.72186047,5.308656054,0,0,7.406976744,2.724257556,AI,1
246621170,57.73076923,13.26376699,1,0,46.13461538,11.0697593,1.865384615,0.855499093,0,0,8.730769231,2.202405893,9.730769231,2.202405893,7.404423077,1.177968286,1,0,9.730769231,2.202405893,1.865384615,0.855499093,9.269230769,2.434648803,0,0,10.59615385,2.551467266,9.596153846,2.551467266,0.955,0.08293881,1,0,6.586538462,1.958220233,65.17942308,14.80787166,7.952692308,2.06691159,7.296153846,2.877696831,9.260769231,3.324321126,9.940769231,3.993232663,0,0,5.346153846,1.517647666,AI,1
251518992,109.6756757,16.26313034,1.216216216,0.740165618,92.86486486,13.64444677,1.810810811,1.061305617,0,0,13.78378378,2.662402239,14.78378378,2.662402239,8.527297297,0.709204536,1,0,14.78378378,2.662402239,1.810810811,1.061305617,13.86486486,2.76231554,0.054054054,0.226124331,15.40540541,3.14048937,14.40540541,3.14048937,0.948108108,0.071161705,1,0,15.12162162,2.890350688,13.02567568,21.19718486,13.02351351,1.58206539,16.82432432,2.46909606,19.43297297,3.449569393,17.94324324,3.936000889,0,0,11.90540541,2.690920263,AI,1
253477677,140.7666667,10.90774445,1.116666667,0.634866565,119.5333333,9.604628514,2.116666667,1.198494426,0.633333333,0.48189441,17.36666667,1.861600267,18.36666667,1.861600267,8.810166667,0.582750638,1,0,18.36666667,1.861600267,2.116666667,1.198494426,17.51666667,1.927793788,0.016666667,0.128019096,19.38333333,2.000763743,18.38333333,2.000763743,0.903,0.060726161,0.992166667,0.023529532,17.50833333,2.293490184,2.21,17.4265664,14.1775,1.362646475,19.45,2.39572536,20.89233333,3.340890783,21.27916667,2.7915344,0,0,15.75,1.803930893,AI,1
255792707,168.1346154,11.80780193,6.230769231,1.102713168,138.0576923,12.28885277,5.326923077,0.825580305,0.192307692,0.809521738,18.32692308,1.311504624,19.32692308,1.311504624,9.116538462,0.720498985,3,0,6.441923077,0.437515004,3.326923077,0.825580305,15.03846154,1.505905535,0.115384615,0.319485533,22.61538462,1.402660195,21.61538462,1.402660195,0.844615385,0.066721624,0.986153846,0.029296485,16.02307692,2.886348197,-2.7975,20.80648696,13.50038462,1.332705406,19.97307692,3.164290866,24.51576923,4.014449549,19.08692308,3.472475031,0.469230769,2.346891435,8.008076923,1.33839749,AI,1
255912008,113.38,9.42738564,6.96,0.773563184,83.56,10.96386793,6.56,1.867190403,1.08,1.146123903,15.22,0.87840765,16.22,0.87840765,7.4352,0.811616264,2.14,0.346987031,7.7234,0.985159094,3.5,0.538516481,11.76,1.335065541,0,0,20.96,1.28,19.96,1.28,0.8502,0.050930934,0.9856,0.035841875,8.798,2.198225648,45.212,14.63853681,12.2832,1.135409072,10.698,2.991219818,12.8628,3.987014442,11.9818,3.296941425,2.152,3.653285644,4.4472,1.278880823,AI,1
256051523,74.53703704,15.68759,1,0,60.96296296,13.06389279,1.722222222,0.80315735,0.018518519,0.13481685,10.83333333,2.678791878,11.83333333,2.678791878,7.760185185,1.117440015,1,0,11.83333333,2.678791878,1.722222222,0.80315735,11.33333333,2.893159237,0,0,12.53703704,3.107416236,11.53703704,3.107416236,0.93037037,0.089731347,1,0,8.757407407,2.939173596,53.35574074,22.59361468,9.347222222,1.866604579,10.12407407,2.920358627,12.2637037,3.712126423,11.71092593,4.397794173,0,0,7.25,2.176792578,AI,1
256741082,121.1590909,20.29100022,1,0,99.61363636,17.30635184,2.977272727,1.588146953,0.272727273,0.445361771,17.29545455,3.558469701,18.29545455,3.558469701,7.705909091,0.549716118,1,0,18.29545455,3.558469701,2.977272727,1.588146953,17.54545455,3.726163915,0,0,20.27272727,3.774096137,19.27272727,3.774096137,0.837272727,0.099415648,1,0,13.66818182,2.652337968,29.64045455,20.11684945,11.35090909,1.863052015,14.69090909,2.634803614,14.73386364,3.473963688,16.94568182,4.128329179,0,0,13.71590909,3.032771249,AI,1
270752804,102.4,12.22902657,8.727272727,3.942562828,72.25454545,10.99457417,6.363636364,1.241167139,0,0,15.05454545,2.638306494,16.05454545,2.638306494,7.447090909,1.134536626,4.981818182,0.700413101,3.473272727,0.783553803,5.363636364,1.241167139,11.45454545,2.668456699,0.872727273,0.832401683,20.4,2.945566777,19.4,2.945566777,0.731272727,0.088647505,0.982181818,0.048418288,6.872727273,3.049319122,61.08290909,21.85098589,8.651090909,1.922809188,10.73636364,3.830944039,12.074,4.229189735,8.311090909,3.44298743,0.692727273,2.22096249,4.712,2.400771391,AI,1
274577874,76.04545455,10.8814992,6.363636364,0.741341201,52.02272727,8.664159814,6,1.187051351,1.295454545,0.546873155,10.36363636,2.068056939,11.36363636,2.068056939,6.414090909,0.908095705,2.090909091,0.287479787,5.465909091,0.947178389,1.5,0.543557307,6.659090909,1.594638486,0,0,14.65909091,2.430330896,13.65909091,2.430330896,0.720681818,0.032849362,0.853863636,0.043128556,9.984090909,3.885049618,42.07477273,28.38940251,12.77363636,1.599877965,11.40909091,3.480191882,12.86363636,4.340843074,11.82522727,3.917736179,0.177272727,1.162455011,6.568181818,2.324134514,AI,1
281403145,137.4545455,28.08805517,5.945454545,1.920399407,103.3090909,23.78912871,7.636363636,1.517936834,0.036363636,0.267217063,20.52727273,4.942780025,21.52727273,4.942780025,7.807818182,0.979461245,4.872727273,0.573808503,4.660181818,1.118711094,6.636363636,1.517936834,17.30909091,4.939167126,0.272727273,0.484469549,26.78181818,5.836222032,25.78181818,5.836222032,0.729454545,0.099807418,0.994545455,0.028655838,8.321818182,2.785396392,56.73290909,16.37503873,9.285090909,1.892176114,12.36545455,3.618297851,13.264,4.079445417,9.756909091,3.163314644,1.103636364,2.927981845,7.183272727,3.748623046,AI,1
282427769,154.9090909,38.52898447,8.981818182,4.44150224,116.4,34.05108462,7.527272727,2.16462926,0,0,22,5.911468053,23,5.911468053,8.426181818,0.973534313,4.345454545,1.048257113,5.719454545,1.875730566,6.527272727,2.16462926,19.18181818,6.012383914,0.872727273,0.787505739,28.4,6.890309401,27.4,6.890309401,0.780545455,0.101002577,0.992545455,0.031750057,10.7,3.657321424,42.99945455,21.01773021,9.897272727,1.415221736,14.10727273,4.104182104,14.90109091,3.992524684,13.03309091,4.163580571,1.121818182,3.256863573,9.498545455,4.791121113,AI,1
283036840,75.21818182,13.6537586,2.254545455,1.528138283,55.29090909,10.66459346,4.909090909,2.226066464,0,0,12.76363636,3.08051729,13.76363636,3.08051729,6.316,0.911678971,3.054545455,1.102364101,5.697090909,3.151720842,4.309090909,1.746401258,11.45454545,2.890851915,0.272727273,0.520648039,16.63636364,3.579556277,15.63636364,3.579556277,0.811454545,0.131680304,0.994,0.044090815,5.156363636,3.109677776,75.35763636,21.37665277,8.265090909,1.841200076,6.729090909,4.261185184,6.913818182,4.212287865,6.319454545,3.56373268,0,0,4.968181818,2.622912393,AI,1
284320970,113.925,9.258475846,7.575,1.222446318,81.775,7.620654499,7.65,1.725543393,0.6,0.888819442,16.325,2.160873666,17.325,2.160873666,6.9355,0.672268362,3.25,0.433012702,5.3665,0.59983977,4.85,0.691013748,12.55,1.759971591,0,0,23.25,2.727178029,22.25,2.727178029,0.841,0.05932116,0.9375,0.068034918,7.125,2.17678088,57.57525,15.64035741,11.05475,1.726119908,9.1975,2.853812143,10.79375,3.428885889,10.08825,2.382475485,2.79,4.295101861,4.1495,0.786720884,AI,1
287582301,67.12727273,7.931650168,3.581818182,0.966547917,48.61818182,7.469917632,4.054545455,1.929843911,0.036363636,0.187193275,10.83636364,1.923667297,11.83636364,1.923667297,7.227636364,1.417141763,2.672727273,1.160791978,5.752,2.998124505,3.818181818,1.878983372,9.036363636,2.088615343,1.145454545,0.483102918,13.89090909,2.476601243,12.89090909,2.476601243,0.858,0.112676528,0.990909091,0.046798319,5.707272727,3.093033495,69.21490909,21.86270589,9.737090909,2.534262434,6.781818182,3.840695529,7.637454545,4.643205875,7.240727273,3.468045221,0.116363636,0.855094601,4.489454545,1.991551627,AI,1
288923751,117.4545455,15.63192326,2.272727273,1.863081957,95.67272727,12.8771179,5.018181818,1.355002973,0.109090909,0.454181673,14.38181818,2.837994869,15.38181818,2.837994869,9.197272727,1.231573206,2.581818182,0.493260362,6.127272727,1.519119906,2.490909091,1.059549257,13.67272727,2.841603551,0.145454545,0.400825594,18.96363636,3.405683145,17.96363636,3.405683145,0.791090909,0.080558792,0.993454545,0.028617743,13.30545455,4.627640993,16.036,33.61743945,11.70745455,2.362637369,16.2,5.46356527,19.16654545,6.553154748,15.72254545,5.258049835,2.249090909,4.282177557,6.810727273,3.389371545,AI,1
289311242,93.87096774,8.801546548,4.806451613,1.175539817,73.12903226,7.614679946,3.612903226,1.429581923,0.096774194,0.389775677,12.22580645,1.826501634,13.22580645,1.826501634,8.625806452,1.049174097,2.032258065,0.176684696,6.516129032,0.808062906,2.193548387,1.280608596,10.70967742,2.231642652,0.064516129,0.2456701,15.74193548,2.723467215,14.74193548,2.723467215,0.878387097,0.114584714,0.995483871,0.024735857,10.77419355,3.501333179,29.38354839,25.86101482,11.30580645,1.641399431,11.28709677,3.583451385,14.31516129,4.491111559,12.48677419,3.552897397,0.251612903,1.378140629,3.892580645,0.642228819,AI,1
293359929,101.28,11.06714055,6.12,1.380434714,79.46,9.739014324,4.42,1.834011996,0.12,0.324961536,11.16,1.836954001,12.16,1.836954001,8.2842,0.880981475,1.02,0.14,12.12,2.006389793,3.42,1.834011996,9.42,1.767370929,0.02,0.14,15.44,1.877871135,14.44,1.877871135,0.9088,0.104549319,0.9928,0.024416388,15.446,2.73957734,6.0014,21.20908079,15.12,1.597245128,20.038,3.782057112,22.9556,4.144951705,17.2376,3.625240163,0,0,9.34,1.853213425,AI,1
294078783,106.6909091,22.87028459,2.090909091,1.95655288,86.67272727,18.20395017,4.290909091,1.409999707,0.072727273,0.374386551,13.56363636,3.74050865,14.56363636,3.74050865,8.869090909,1.180236144,2.363636364,0.517463617,6.244,1.471832006,2.254545455,1.429789327,12.72727273,3.534014176,0.2,0.443129368,17.27272727,4.621902581,16.27272727,4.621902581,0.874181818,0.096440107,0.996727273,0.016847395,11.31090909,4.133880973,33.56909091,28.87068209,11.08454545,2.36560184,15.91272727,5.044026333,18.63290909,6.080861384,12.34709091,4.599150385,0.116363636,0.855094601,7.362181818,3.28015171,AI,1
303230515,106.8909091,11.25032966,2.727272727,2.679583044,86.36363636,9.169839171,4.272727273,1.420045396,0,0,13.52727273,2.197970514,14.52727273,2.197970514,8.684727273,1.078901553,2.127272727,0.60466506,7.530545455,3.043137387,2.636363636,1.339791522,12.54545455,2.326278197,0.272727273,0.484469549,17.29090909,2.832748279,16.29090909,2.832748279,0.875636364,0.091943928,1,0,11.84727273,3.637574344,30.70345455,26.24754369,12.18709091,2.152841397,15.96,4.513720497,18.51727273,5.467915825,13.316,4.581654167,0,0,7.854545455,2.976304492,AI,1
309461019,101.7272727,9.915010742,6.2,0.614964892,79.10909091,8.9699959,4.181818182,0.385694608,0.018181818,0.133608531,12.21818182,1.815998689,13.21818182,1.815998689,8.618909091,0.982930077,3,0,4.406,0.605413758,2.181818182,0.385694608,9.327272727,1.799540805,0,0,16.36363636,1.802661027,15.36363636,1.802661027,0.860727273,0.044470809,1,0,9.392727273,3.164683212,39.54018182,23.63663462,11.66454545,1.693326815,14.19636364,3.869835028,17.59,4.544787624,10.96490909,3.508882688,0,0,3.740909091,0.587683504,AI,1
310674897,104.3636364,8.851016657,1.763636364,1.292828279,84.98181818,7.131214124,3.709090909,1.383969617,0,0,13.90909091,2.69863755,14.90909091,2.69863755,8.485636364,1.337605409,1.818181818,0.689951489,9.393818182,3.775821399,2.836363636,1.449308755,13.30909091,2.865929818,0.072727273,0.322182639,16.96363636,3.092299153,15.96363636,3.092299153,0.900909091,0.101197785,1,0,12.35818182,5.28069179,26.21763636,37.31120714,11.29581818,3.042439028,14.49818182,6.300519197,17.094,7.414973941,14.46709091,5.941611864,0.190909091,1.40288958,8.228727273,3.472277248,AI,1
311262395,104.5111111,8.658001366,1.733333333,1.2,82.95555556,7.820075463,4.133333333,1.30979218,0,0,15.68888889,2.392787516,16.68888889,2.392787516,7.646666667,1.189268683,2.022222222,0.714574897,9.703777778,4.587837684,2.8,1.203698006,14.86666667,2.324746103,0.066666667,0.249443826,18.93333333,2.497999199,17.93333333,2.497999199,0.854,0.087645752,0.993111111,0.033321479,8.604444444,3.225589046,54.41244444,21.34391854,9.430666667,2.292314115,11.21333333,4.300780291,12.70644444,4.663163998,11.33533333,3.770898272,0,0,7.611111111,3.295432679,AI,1
313789678,82.62,11.27278138,1,0,70.64,10.23671822,1.82,0.384187454,0,0,9.16,1.460958589,10.16,1.460958589,8.2272,0.925680377,1,0,10.16,1.460958589,1.82,0.384187454,9.16,1.460958589,0,0,10.96,1.548676855,9.96,1.548676855,0.9878,0.041486865,0.9958,0.0206,15.84,4.048999877,-0.4294,29.64187534,15.36,1.613465835,17.984,3.944330615,22.4382,4.925544311,21.7146,6.78402571,0,0,8.88,2.277191252,AI,1
316120129,99.65116279,11.33605838,1.837209302,0.369174602,79.60465116,10.15951733,5.186046512,0.619670353,0,0,13.02325581,1.43848066,14.02325581,1.43848066,7.70627907,0.859799931,2.837209302,0.369174602,5.026976744,0.813501004,3.186046512,0.619670353,13.25581395,1.43207482,0,0,18.09302326,1.667946147,17.09302326,1.667946147,0.708837209,0.10574672,0.810232558,0.097824912,7.481395349,2.956841166,55.80906977,21.07708806,8.744651163,1.776886942,11.82790698,3.04228537,14.15465116,3.727264942,7.285813953,3.125532686,0,0,4.186046512,1.416363078,AI,1
317316490,101.2666667,16.18421728,1.733333333,0.442216639,78.6,13.29059818,6.4,0.489897949,0,0,14.53333333,3.480740662,15.53333333,3.480740662,6.980666667,0.722859753,2.733333333,0.442216639,5.743333333,1.217761152,4.4,0.489897949,14,3.141125064,0,0,20.93333333,3.295788558,19.93333333,3.295788558,0.814666667,0.070225035,0.976,0.048552377,7.773333333,2.685632555,56.22733333,20.38832688,8.598,1.774655647,10.3,3.757126562,11.506,4.275296169,10.21,3.287148714,0,0,5.266666667,1.566489352,AI,1
318548093,105.4375,13.10519339,1,0,87.125,11.88946487,1.8125,0.526634361,0,0,15.5,2,16.5,2,7.675,0.695044963,1,0,16.5,2,0.8125,0.526634361,16.125,2.027159343,0,0,17.3125,2.171369096,16.3125,2.171369096,0.913125,0.085492598,0.993125,0.026626761,11.99375,2.693387447,38.4025,19.97515253,11.024375,1.805491515,12.70625,2.741912825,13.600625,3.584943285,14.8025,4.108656258,0,0,11.5,2.106537443,AI,1
318703449,135.4202899,15.43326522,2.057971014,1.140608253,112.5652174,14.21111859,5.028985507,1.049099193,0.188405797,0.426490985,15.57971014,1.844740248,16.57971014,1.844740248,9.321884058,0.982399127,2.942028986,0.335531504,5.695507246,0.788777326,2.971014493,1.076373602,14.91304348,2.110972922,0.202898551,0.436710701,20.39130435,2.001574679,19.39130435,2.001574679,0.810869565,0.080374831,0.95826087,0.058432583,13.51884058,3.40499528,14.08449275,24.70646964,12.54724638,1.739232618,17.2,3.114016931,21.00144928,3.552874026,14.20173913,3.272083038,0.292753623,1.69580205,6.060289855,1.628024473,AI,1
410165126,70.34545455,6.267428592,4.036363636,0.267217063,53.2,5.794668396,4.036363636,0.328281274,0.054545455,0.400825594,9.018181818,1.103562975,10.01818182,1.103562975,7.679818182,0.891328918,2.072727273,0.259688306,4.878909091,0.650721761,3.018181818,0.300962643,6.963636364,1.159367169,0.963636364,0.187193275,13.03636364,1.174945049,12.03636364,1.174945049,0.986363636,0.046762986,0.997818182,0.016033024,9.749090909,3.39319494,42.52963636,24.42667074,11.74327273,1.795198702,12.51272727,3.05608511,14.51436364,3.775741114,12.28109091,4.144042239,0,0,5.936363636,1.465681801,AI,1
412754103,121.8333333,8.115485883,1.75,0.595119036,96.36111111,7.46902038,4.916666667,1.361677887,1,0,17.80555556,1.075470038,18.80555556,1.075470038,7.052222222,0.587433737,2.75,0.595119036,7.185277778,1.676824854,3.722222222,1.260756191,16.88888889,1.307622477,0,0,21.77777778,1.435871998,20.77777778,1.435871998,0.861666667,0.100180393,0.994444444,0.022906142,9.522222222,2.152274135,48.67472222,12.34127728,10.50277778,1.058952866,10.83333333,2.405664611,12.31972222,2.346799814,11.96638889,3.129326474,0.827777778,2.755157901,8.0925,3.763618512,AI,1
581063737,80.4,7.00285656,4.52,0.64,62.84,5.977825692,3.48,0.49959984,0,0,9.56,1.298614646,10.56,1.298614646,8.4512,1.023618366,2.04,0.195959179,5.1932,0.625003808,2.48,0.49959984,7.6,1.385640646,0.48,0.49959984,13.04,1.660843159,12.04,1.660843159,0.9952,0.023515102,1,0,11.712,2.159133159,29.5528,15.32159457,12.8644,1.400223068,15.596,3.048209967,18.628,3.902110198,16.3544,2.720089822,0,0,7.63,1.765106229,AI,1
